0.000e+00	0.000e+00
6.283e-02	6.279e-02
1.257e-01	1.253e-01
1.885e-01	1.874e-01
2.513e-01	2.487e-01
3.142e-01	3.090e-01
3.770e-01	3.681e-01
4.398e-01	4.258e-01
5.027e-01	4.818e-01
5.655e-01	5.358e-01
6.283e-01	5.878e-01
6.912e-01	6.374e-01
7.540e-01	6.845e-01
8.168e-01	7.290e-01
8.796e-01	7.705e-01
9.425e-01	8.090e-01
1.005e+00	8.443e-01
1.068e+00	8.763e-01
1.131e+00	9.048e-01
1.194e+00	9.298e-01
1.257e+00	9.511e-01
1.319e+00	9.686e-01
1.382e+00	9.823e-01
1.445e+00	9.921e-01
1.508e+00	9.980e-01
1.571e+00	1.000e+00
1.634e+00	9.980e-01
1.696e+00	9.921e-01
1.759e+00	9.823e-01
1.822e+00	9.686e-01
1.885e+00	9.511e-01
1.948e+00	9.298e-01
2.011e+00	9.048e-01
2.073e+00	8.763e-01
2.136e+00	8.443e-01
2.199e+00	8.090e-01
2.262e+00	7.705e-01
2.325e+00	7.290e-01
2.388e+00	6.845e-01
2.450e+00	6.374e-01
2.513e+00	5.878e-01
2.576e+00	5.358e-01
2.639e+00	4.818e-01
2.702e+00	4.258e-01
2.765e+00	3.681e-01
2.827e+00	3.090e-01
2.890e+00	2.487e-01
2.953e+00	1.874e-01
3.016e+00	1.253e-01
3.079e+00	6.279e-02
3.142e+00	1.225e-16
3.204e+00	-6.279e-02
3.267e+00	-1.253e-01
3.330e+00	-1.874e-01
3.393e+00	-2.487e-01
3.456e+00	-3.090e-01
3.519e+00	-3.681e-01
3.581e+00	-4.258e-01
3.644e+00	-4.818e-01
3.707e+00	-5.358e-01
3.770e+00	-5.878e-01
3.833e+00	-6.374e-01
3.896e+00	-6.845e-01
3.958e+00	-7.290e-01
4.021e+00	-7.705e-01
4.084e+00	-8.090e-01
4.147e+00	-8.443e-01
4.210e+00	-8.763e-01
4.273e+00	-9.048e-01
4.335e+00	-9.298e-01
4.398e+00	-9.511e-01
4.461e+00	-9.686e-01
4.524e+00	-9.823e-01
4.587e+00	-9.921e-01
4.650e+00	-9.980e-01
4.712e+00	-1.000e+00
4.775e+00	-9.980e-01
4.838e+00	-9.921e-01
4.901e+00	-9.823e-01
4.964e+00	-9.686e-01
5.027e+00	-9.511e-01
5.089e+00	-9.298e-01
5.152e+00	-9.048e-01
5.215e+00	-8.763e-01
5.278e+00	-8.443e-01
5.341e+00	-8.090e-01
5.404e+00	-7.705e-01
5.466e+00	-7.290e-01
5.529e+00	-6.845e-01
5.592e+00	-6.374e-01
5.655e+00	-5.878e-01
5.718e+00	-5.358e-01
5.781e+00	-4.818e-01
5.843e+00	-4.258e-01
5.906e+00	-3.681e-01
5.969e+00	-3.090e-01
6.032e+00	-2.487e-01
6.095e+00	-1.874e-01
6.158e+00	-1.253e-01
6.220e+00	-6.279e-02
